id_code,experiment,plate,well,sirna
RPE-05_3_E08,RPE-05,3,E08,sirna_331
HUVEC-02_1_M14,HUVEC-02,1,M14,sirna_403
HUVEC-06_4_G21,HUVEC-06,4,G21,sirna_1048
RPE-02_3_I18,RPE-02,3,I18,sirna_597
HUVEC-11_1_M18,HUVEC-11,1,M18,sirna_1095
HUVEC-10_4_G18,HUVEC-10,4,G18,sirna_928
RPE-01_4_L23,RPE-01,4,L23,sirna_1023
RPE-05_4_B11,RPE-05,4,B11,sirna_592
HUVEC-05_3_C08,HUVEC-05,3,C08,sirna_821
RPE-04_1_J09,RPE-04,1,J09,sirna_482
HUVEC-03_4_O22,HUVEC-03,4,O22,sirna_945
HEPG2-07_2_K13,HEPG2-07,2,K13,sirna_508
HUVEC-04_1_H17,HUVEC-04,1,H17,sirna_425
HEPG2-07_3_D23,HEPG2-07,3,D23,sirna_235
HUVEC-09_1_H08,HUVEC-09,1,H08,sirna_381
HEPG2-01_3_O14,HEPG2-01,3,O14,sirna_881
U2OS-03_4_M05,U2OS-03,4,M05,sirna_489
HUVEC-10_1_F21,HUVEC-10,1,F21,sirna_512
HUVEC-15_3_M16,HUVEC-15,3,M16,sirna_194
HEPG2-05_3_M17,HEPG2-05,3,M17,sirna_241
U2OS-02_3_E09,U2OS-02,3,E09,sirna_707
HUVEC-08_3_N06,HUVEC-08,3,N06,sirna_380
HUVEC-14_2_C17,HUVEC-14,2,C17,sirna_686
RPE-01_1_B23,RPE-01,1,B23,sirna_777
RPE-01_1_M08,RPE-01,1,M08,sirna_46
HEPG2-06_2_K19,HEPG2-06,2,K19,sirna_760
HUVEC-07_4_D09,HUVEC-07,4,D09,sirna_480
HUVEC-03_1_B12,HUVEC-03,1,B12,sirna_239
RPE-06_1_D15,RPE-06,1,D15,sirna_652
HUVEC-16_4_L10,HUVEC-16,4,L10,sirna_265
HUVEC-02_3_F21,HUVEC-02,3,F21,sirna_576
HUVEC-13_1_K06,HUVEC-13,1,K06,sirna_681
U2OS-01_4_N06,U2OS-01,4,N06,sirna_59
HUVEC-08_2_H17,HUVEC-08,2,H17,sirna_97
HUVEC-10_1_N10,HUVEC-10,1,N10,sirna_381
HUVEC-11_2_B11,HUVEC-11,2,B11,sirna_152
RPE-07_3_O11,RPE-07,3,O11,sirna_369
HUVEC-15_1_M16,HUVEC-15,1,M16,sirna_552
RPE-01_2_H14,RPE-01,2,H14,sirna_67
HUVEC-07_2_B23,HUVEC-07,2,B23,sirna_791
RPE-03_3_N11,RPE-03,3,N11,sirna_474
RPE-07_1_O18,RPE-07,1,O18,sirna_439
HUVEC-10_3_H16,HUVEC-10,3,H16,sirna_287
RPE-06_2_L19,RPE-06,2,L19,sirna_1071
RPE-02_1_E18,RPE-02,1,E18,sirna_816
HEPG2-06_1_K13,HEPG2-06,1,K13,sirna_709
RPE-01_1_M02,RPE-01,1,M02,sirna_462
HUVEC-14_4_H16,HUVEC-14,4,H16,sirna_899
HUVEC-10_3_C18,HUVEC-10,3,C18,sirna_949
HUVEC-10_2_C10,HUVEC-10,2,C10,sirna_87
HUVEC-08_1_L14,HUVEC-08,1,L14,sirna_86
HUVEC-02_2_K14,HUVEC-02,2,K14,sirna_100
U2OS-02_4_J14,U2OS-02,4,J14,sirna_175
HUVEC-07_1_N03,HUVEC-07,1,N03,sirna_795
HUVEC-01_2_K20,HUVEC-01,2,K20,sirna_1083
HUVEC-07_4_O05,HUVEC-07,4,O05,sirna_148
HEPG2-01_2_B11,HEPG2-01,2,B11,sirna_1089
HUVEC-04_1_H09,HUVEC-04,1,H09,sirna_993
HEPG2-05_3_G16,HEPG2-05,3,G16,sirna_851
HUVEC-01_4_O12,HUVEC-01,4,O12,sirna_203
HUVEC-14_1_O10,HUVEC-14,1,O10,sirna_1034
HUVEC-05_4_J06,HUVEC-05,4,J06,sirna_980
HUVEC-04_2_E06,HUVEC-04,2,E06,sirna_468
HEPG2-06_2_G09,HEPG2-06,2,G09,sirna_57
HUVEC-07_3_M04,HUVEC-07,3,M04,sirna_624
HUVEC-01_3_I16,HUVEC-01,3,I16,sirna_651
HUVEC-14_3_I07,HUVEC-14,3,I07,sirna_653
RPE-05_2_K08,RPE-05,2,K08,sirna_55
RPE-05_4_F14,RPE-05,4,F14,sirna_271
HEPG2-05_3_L12,HEPG2-05,3,L12,sirna_183
RPE-04_2_G02,RPE-04,2,G02,sirna_278
HUVEC-08_2_J05,HUVEC-08,2,J05,sirna_161
HUVEC-08_2_C09,HUVEC-08,2,C09,sirna_634
HUVEC-10_2_N08,HUVEC-10,2,N08,sirna_61
HEPG2-06_4_H18,HEPG2-06,4,H18,sirna_847
HUVEC-13_4_E12,HUVEC-13,4,E12,sirna_3
HUVEC-06_3_G10,HUVEC-06,3,G10,sirna_1084
HUVEC-11_4_O07,HUVEC-11,4,O07,sirna_1094
HUVEC-16_1_O13,HUVEC-16,1,O13,sirna_865
HUVEC-06_3_E23,HUVEC-06,3,E23,sirna_952
RPE-05_4_G08,RPE-05,4,G08,sirna_975
HEPG2-01_3_G08,HEPG2-01,3,G08,sirna_346
HUVEC-12_4_O03,HUVEC-12,4,O03,sirna_228
RPE-05_4_G06,RPE-05,4,G06,sirna_885
U2OS-03_1_L09,U2OS-03,1,L09,sirna_385
HUVEC-10_4_B10,HUVEC-10,4,B10,sirna_711
U2OS-01_2_O05,U2OS-01,2,O05,sirna_885
HEPG2-07_2_J13,HEPG2-07,2,J13,sirna_679
HUVEC-13_3_O19,HUVEC-13,3,O19,sirna_647
HEPG2-05_4_L04,HEPG2-05,4,L04,sirna_835
HUVEC-09_1_B13,HUVEC-09,1,B13,sirna_809
HUVEC-11_3_K17,HUVEC-11,3,K17,sirna_659
HEPG2-04_1_L19,HEPG2-04,1,L19,sirna_239
HUVEC-04_1_D12,HUVEC-04,1,D12,sirna_1102
HUVEC-10_1_K14,HUVEC-10,1,K14,sirna_204
RPE-02_2_I22,RPE-02,2,I22,sirna_700
RPE-06_1_M10,RPE-06,1,M10,sirna_432
HUVEC-09_2_J09,HUVEC-09,2,J09,sirna_517
HEPG2-06_1_M20,HEPG2-06,1,M20,sirna_309
HUVEC-07_3_E05,HUVEC-07,3,E05,sirna_88
HEPG2-03_3_B21,HEPG2-03,3,B21,sirna_771
HUVEC-14_4_N18,HUVEC-14,4,N18,sirna_579
U2OS-01_4_K18,U2OS-01,4,K18,sirna_884
HEPG2-07_2_H13,HEPG2-07,2,H13,sirna_147
HEPG2-01_1_M20,HEPG2-01,1,M20,sirna_118
HUVEC-04_4_O10,HUVEC-04,4,O10,sirna_12
HUVEC-10_1_O10,HUVEC-10,1,O10,sirna_508
HEPG2-07_4_M02,HEPG2-07,4,M02,sirna_160
HEPG2-03_1_H06,HEPG2-03,1,H06,sirna_983
HEPG2-02_2_G12,HEPG2-02,2,G12,sirna_657
HEPG2-06_4_B19,HEPG2-06,4,B19,sirna_1080
HUVEC-02_2_E22,HUVEC-02,2,E22,sirna_721
HUVEC-02_3_I13,HUVEC-02,3,I13,sirna_795
HUVEC-01_4_G12,HUVEC-01,4,G12,sirna_101
HUVEC-07_1_G21,HUVEC-07,1,G21,sirna_1134
HEPG2-07_3_M06,HEPG2-07,3,M06,sirna_461
HUVEC-15_3_L07,HUVEC-15,3,L07,sirna_949
HUVEC-09_4_N12,HUVEC-09,4,N12,sirna_234
HUVEC-01_4_D12,HUVEC-01,4,D12,sirna_590
HUVEC-06_3_I07,HUVEC-06,3,I07,sirna_630
HUVEC-07_3_E18,HUVEC-07,3,E18,sirna_239
HUVEC-03_2_O16,HUVEC-03,2,O16,sirna_326
HUVEC-11_4_N23,HUVEC-11,4,N23,sirna_242
HUVEC-04_2_E08,HUVEC-04,2,E08,sirna_774
HUVEC-04_4_N21,HUVEC-04,4,N21,sirna_94
HEPG2-04_4_G10,HEPG2-04,4,G10,sirna_31
U2OS-01_1_I08,U2OS-01,1,I08,sirna_85
HUVEC-07_3_K22,HUVEC-07,3,K22,sirna_209
HUVEC-09_4_F10,HUVEC-09,4,F10,sirna_715
HUVEC-15_2_K02,HUVEC-15,2,K02,sirna_499
HEPG2-01_2_F16,HEPG2-01,2,F16,sirna_357
U2OS-02_4_I06,U2OS-02,4,I06,sirna_963
HUVEC-05_2_F23,HUVEC-05,2,F23,sirna_679
HUVEC-11_4_K03,HUVEC-11,4,K03,sirna_937
U2OS-01_3_B05,U2OS-01,3,B05,sirna_62
U2OS-03_1_C09,U2OS-03,1,C09,sirna_906
HUVEC-01_3_B18,HUVEC-01,3,B18,sirna_1130
HEPG2-07_4_E23,HEPG2-07,4,E23,sirna_151
HUVEC-16_2_J23,HUVEC-16,2,J23,sirna_435
HUVEC-06_4_E14,HUVEC-06,4,E14,sirna_513
HUVEC-09_2_H05,HUVEC-09,2,H05,sirna_159
RPE-05_1_F10,RPE-05,1,F10,sirna_915
HUVEC-16_4_D12,HUVEC-16,4,D12,sirna_984
HEPG2-01_2_K09,HEPG2-01,2,K09,sirna_700
HUVEC-06_3_L04,HUVEC-06,3,L04,sirna_656
HUVEC-11_4_H12,HUVEC-11,4,H12,sirna_92
HUVEC-14_3_J16,HUVEC-14,3,J16,sirna_585
U2OS-01_1_E13,U2OS-01,1,E13,sirna_397
HEPG2-02_3_I13,HEPG2-02,3,I13,sirna_987
HUVEC-10_4_I18,HUVEC-10,4,I18,sirna_372
HEPG2-01_1_C14,HEPG2-01,1,C14,sirna_238
U2OS-03_2_B13,U2OS-03,2,B13,sirna_154
HUVEC-11_4_B15,HUVEC-11,4,B15,sirna_440
HUVEC-01_3_B05,HUVEC-01,3,B05,sirna_1075
HEPG2-03_4_H02,HEPG2-03,4,H02,sirna_511
HUVEC-09_4_B11,HUVEC-09,4,B11,sirna_1092
HUVEC-10_2_B17,HUVEC-10,2,B17,sirna_274
HUVEC-15_3_E05,HUVEC-15,3,E05,sirna_648
HUVEC-13_2_G18,HUVEC-13,2,G18,sirna_299
HEPG2-01_4_K04,HEPG2-01,4,K04,sirna_166
HEPG2-03_2_L18,HEPG2-03,2,L18,sirna_655
HUVEC-11_4_G08,HUVEC-11,4,G08,sirna_350
RPE-01_2_O20,RPE-01,2,O20,sirna_479
U2OS-03_1_B19,U2OS-03,1,B19,sirna_928
HUVEC-04_4_I20,HUVEC-04,4,I20,sirna_541
HUVEC-02_1_N23,HUVEC-02,1,N23,sirna_501
RPE-01_1_L07,RPE-01,1,L07,sirna_693
HUVEC-10_2_N18,HUVEC-10,2,N18,sirna_699
HUVEC-09_3_L22,HUVEC-09,3,L22,sirna_173
RPE-02_3_I13,RPE-02,3,I13,sirna_834
U2OS-02_1_L05,U2OS-02,1,L05,sirna_197
HUVEC-03_3_N21,HUVEC-03,3,N21,sirna_165
HEPG2-03_1_K03,HEPG2-03,1,K03,sirna_625
HUVEC-15_4_K12,HUVEC-15,4,K12,sirna_539
HUVEC-12_1_L18,HUVEC-12,1,L18,sirna_859
HUVEC-07_1_F21,HUVEC-07,1,F21,sirna_1079
HUVEC-11_4_H02,HUVEC-11,4,H02,sirna_4
HUVEC-09_2_D11,HUVEC-09,2,D11,sirna_652
RPE-07_2_O17,RPE-07,2,O17,sirna_876
HUVEC-07_1_D21,HUVEC-07,1,D21,sirna_660
HEPG2-01_2_O07,HEPG2-01,2,O07,sirna_578
HUVEC-07_3_O04,HUVEC-07,3,O04,sirna_251
HEPG2-02_3_K10,HEPG2-02,3,K10,sirna_360
HEPG2-04_2_K10,HEPG2-04,2,K10,sirna_968
HUVEC-04_3_H14,HUVEC-04,3,H14,sirna_458
HEPG2-02_3_E02,HEPG2-02,3,E02,sirna_588
U2OS-02_1_H10,U2OS-02,1,H10,sirna_624
HUVEC-03_4_H14,HUVEC-03,4,H14,sirna_258
RPE-01_1_I17,RPE-01,1,I17,sirna_859
HUVEC-02_1_J09,HUVEC-02,1,J09,sirna_1104
HEPG2-01_4_H23,HEPG2-01,4,H23,sirna_511
HUVEC-05_2_B21,HUVEC-05,2,B21,sirna_559
HUVEC-16_2_G08,HUVEC-16,2,G08,sirna_123
RPE-01_3_M08,RPE-01,3,M08,sirna_1119
RPE-05_1_E05,RPE-05,1,E05,sirna_757
RPE-07_1_H06,RPE-07,1,H06,sirna_498
HUVEC-01_1_F13,HUVEC-01,1,F13,sirna_749
U2OS-02_2_H06,U2OS-02,2,H06,sirna_28
HEPG2-02_2_L06,HEPG2-02,2,L06,sirna_1101
RPE-03_3_E09,RPE-03,3,E09,sirna_988
HUVEC-13_4_D08,HUVEC-13,4,D08,sirna_828
HEPG2-03_2_E20,HEPG2-03,2,E20,sirna_1089
HUVEC-10_4_K06,HUVEC-10,4,K06,sirna_1019
HEPG2-06_3_G17,HEPG2-06,3,G17,sirna_726
HEPG2-04_3_D10,HEPG2-04,3,D10,sirna_11
HUVEC-04_1_K17,HUVEC-04,1,K17,sirna_555
RPE-02_3_M17,RPE-02,3,M17,sirna_759
HUVEC-03_3_N10,HUVEC-03,3,N10,sirna_346
U2OS-01_4_I18,U2OS-01,4,I18,sirna_107
HUVEC-03_2_K07,HUVEC-03,2,K07,sirna_867
HUVEC-02_3_J04,HUVEC-02,3,J04,sirna_87
HEPG2-01_2_G08,HEPG2-01,2,G08,sirna_752
HEPG2-01_2_B16,HEPG2-01,2,B16,sirna_1064
RPE-01_4_M08,RPE-01,4,M08,sirna_120
RPE-06_3_O21,RPE-06,3,O21,sirna_403
RPE-04_2_H05,RPE-04,2,H05,sirna_308
HEPG2-01_1_M05,HEPG2-01,1,M05,sirna_311
HEPG2-04_4_B19,HEPG2-04,4,B19,sirna_591
HUVEC-07_2_M16,HUVEC-07,2,M16,sirna_904
U2OS-02_4_B12,U2OS-02,4,B12,sirna_971
HUVEC-01_4_F13,HUVEC-01,4,F13,sirna_965
HUVEC-06_3_H12,HUVEC-06,3,H12,sirna_506
HEPG2-06_4_O15,HEPG2-06,4,O15,sirna_433
HEPG2-04_1_J10,HEPG2-04,1,J10,sirna_427
HUVEC-06_2_C21,HUVEC-06,2,C21,sirna_435
HUVEC-03_3_I18,HUVEC-03,3,I18,sirna_595
RPE-06_1_K19,RPE-06,1,K19,sirna_380
RPE-06_3_I21,RPE-06,3,I21,sirna_445
RPE-02_1_C14,RPE-02,1,C14,sirna_39
RPE-06_3_E18,RPE-06,3,E18,sirna_837
HEPG2-07_4_B17,HEPG2-07,4,B17,sirna_227
RPE-02_1_O09,RPE-02,1,O09,sirna_263
HUVEC-13_4_J10,HUVEC-13,4,J10,sirna_296
HUVEC-12_2_I10,HUVEC-12,2,I10,sirna_119
RPE-06_2_M10,RPE-06,2,M10,sirna_897
HUVEC-05_1_L12,HUVEC-05,1,L12,sirna_684
HEPG2-02_2_J04,HEPG2-02,2,J04,sirna_484
RPE-07_4_J17,RPE-07,4,J17,sirna_98
HEPG2-04_3_N20,HEPG2-04,3,N20,sirna_486
HUVEC-13_4_B23,HUVEC-13,4,B23,sirna_876
HUVEC-13_1_J10,HUVEC-13,1,J10,sirna_80
RPE-02_4_B03,RPE-02,4,B03,sirna_1002
HEPG2-05_2_O18,HEPG2-05,2,O18,sirna_892
U2OS-02_3_K21,U2OS-02,3,K21,sirna_182
HUVEC-07_3_G07,HUVEC-07,3,G07,sirna_1081
HUVEC-06_1_B15,HUVEC-06,1,B15,sirna_292
HEPG2-03_1_N20,HEPG2-03,1,N20,sirna_250
RPE-02_2_O10,RPE-02,2,O10,sirna_1082
RPE-03_2_I23,RPE-03,2,I23,sirna_636
HUVEC-12_1_K21,HUVEC-12,1,K21,sirna_837
RPE-07_1_K13,RPE-07,1,K13,sirna_715
RPE-05_1_O03,RPE-05,1,O03,sirna_1030
U2OS-03_3_F14,U2OS-03,3,F14,sirna_841
HUVEC-16_1_L10,HUVEC-16,1,L10,sirna_631
HEPG2-06_1_B12,HEPG2-06,1,B12,sirna_224
HUVEC-10_4_E05,HUVEC-10,4,E05,sirna_919
HUVEC-11_4_D22,HUVEC-11,4,D22,sirna_100
RPE-05_4_K11,RPE-05,4,K11,sirna_909
HEPG2-03_1_O06,HEPG2-03,1,O06,sirna_998
RPE-03_1_J17,RPE-03,1,J17,sirna_1089
RPE-05_4_O05,RPE-05,4,O05,sirna_172
HUVEC-02_3_N03,HUVEC-02,3,N03,sirna_303
U2OS-02_2_G11,U2OS-02,2,G11,sirna_435
HUVEC-09_3_E15,HUVEC-09,3,E15,sirna_614
U2OS-02_1_O17,U2OS-02,1,O17,sirna_163
HEPG2-04_1_M12,HEPG2-04,1,M12,sirna_839
HUVEC-08_4_K13,HUVEC-08,4,K13,sirna_1036
HEPG2-04_1_C10,HEPG2-04,1,C10,sirna_416
HUVEC-03_2_D21,HUVEC-03,2,D21,sirna_41
HEPG2-02_3_D20,HEPG2-02,3,D20,sirna_576
RPE-02_3_I22,RPE-02,3,I22,sirna_651
RPE-04_3_H10,RPE-04,3,H10,sirna_699
HEPG2-07_3_O06,HEPG2-07,3,O06,sirna_369
HUVEC-05_1_E09,HUVEC-05,1,E09,sirna_553
HUVEC-12_1_O22,HUVEC-12,1,O22,sirna_943
RPE-05_4_K03,RPE-05,4,K03,sirna_370
U2OS-03_3_E23,U2OS-03,3,E23,sirna_613
HUVEC-12_4_C10,HUVEC-12,4,C10,sirna_1001
U2OS-01_4_D03,U2OS-01,4,D03,sirna_469
HEPG2-03_2_F20,HEPG2-03,2,F20,sirna_725
RPE-01_2_C16,RPE-01,2,C16,sirna_1117
HUVEC-02_2_G03,HUVEC-02,2,G03,sirna_198
HEPG2-02_3_E13,HEPG2-02,3,E13,sirna_247
HEPG2-07_1_O19,HEPG2-07,1,O19,sirna_180
RPE-02_2_O19,RPE-02,2,O19,sirna_669
HEPG2-04_3_G02,HEPG2-04,3,G02,sirna_365
HUVEC-03_2_O12,HUVEC-03,2,O12,sirna_1065
HEPG2-03_2_E13,HEPG2-03,2,E13,sirna_440
HEPG2-06_3_F14,HEPG2-06,3,F14,sirna_382
HUVEC-08_2_E04,HUVEC-08,2,E04,sirna_231
U2OS-02_1_D05,U2OS-02,1,D05,sirna_402
HUVEC-09_2_J20,HUVEC-09,2,J20,sirna_868
HUVEC-11_2_I22,HUVEC-11,2,I22,sirna_940
HEPG2-03_2_L02,HEPG2-03,2,L02,sirna_543
RPE-05_4_B22,RPE-05,4,B22,sirna_329
HUVEC-14_2_D19,HUVEC-14,2,D19,sirna_892
HUVEC-12_3_E16,HUVEC-12,3,E16,sirna_916
HEPG2-05_2_M20,HEPG2-05,2,M20,sirna_509
HUVEC-06_1_K10,HUVEC-06,1,K10,sirna_402
HUVEC-04_4_K12,HUVEC-04,4,K12,sirna_1063
HUVEC-15_3_L17,HUVEC-15,3,L17,sirna_387
RPE-05_2_O04,RPE-05,2,O04,sirna_1032
HUVEC-10_1_O08,HUVEC-10,1,O08,sirna_1097
RPE-05_4_G13,RPE-05,4,G13,sirna_566
HUVEC-16_3_L02,HUVEC-16,3,L02,sirna_916
HUVEC-15_4_B06,HUVEC-15,4,B06,sirna_711
RPE-06_2_O12,RPE-06,2,O12,sirna_988
HUVEC-02_3_G02,HUVEC-02,3,G02,sirna_1050
HUVEC-04_1_M05,HUVEC-04,1,M05,sirna_872
HUVEC-12_2_L08,HUVEC-12,2,L08,sirna_600
RPE-01_4_F21,RPE-01,4,F21,sirna_926
HUVEC-10_3_B23,HUVEC-10,3,B23,sirna_1023
HUVEC-09_2_G18,HUVEC-09,2,G18,sirna_1055
HUVEC-14_1_L19,HUVEC-14,1,L19,sirna_944
RPE-05_2_K19,RPE-05,2,K19,sirna_170
HUVEC-07_3_K21,HUVEC-07,3,K21,sirna_86
HEPG2-04_1_B17,HEPG2-04,1,B17,sirna_186
HUVEC-15_4_B07,HUVEC-15,4,B07,sirna_887
HUVEC-05_2_N21,HUVEC-05,2,N21,sirna_778
HUVEC-14_3_C12,HUVEC-14,3,C12,sirna_118
HEPG2-07_3_F02,HEPG2-07,3,F02,sirna_745
HEPG2-02_4_N05,HEPG2-02,4,N05,sirna_288
HEPG2-06_4_L04,HEPG2-06,4,L04,sirna_244
U2OS-02_2_E18,U2OS-02,2,E18,sirna_47
HUVEC-16_1_F04,HUVEC-16,1,F04,sirna_800
HUVEC-09_1_B03,HUVEC-09,1,B03,sirna_409
HUVEC-07_3_E21,HUVEC-07,3,E21,sirna_895
HUVEC-13_2_J13,HUVEC-13,2,J13,sirna_379
HUVEC-04_3_K14,HUVEC-04,3,K14,sirna_75
U2OS-02_1_O11,U2OS-02,1,O11,sirna_344
HEPG2-07_3_M13,HEPG2-07,3,M13,sirna_841
HEPG2-06_3_I16,HEPG2-06,3,I16,sirna_1034
RPE-02_3_I20,RPE-02,3,I20,sirna_382
U2OS-02_3_D07,U2OS-02,3,D07,sirna_921
U2OS-02_4_B22,U2OS-02,4,B22,sirna_793
HUVEC-06_2_I10,HUVEC-06,2,I10,sirna_813
U2OS-02_1_J18,U2OS-02,1,J18,sirna_831
RPE-03_3_B07,RPE-03,3,B07,sirna_808
HUVEC-03_1_H21,HUVEC-03,1,H21,sirna_1081
HUVEC-04_3_J20,HUVEC-04,3,J20,sirna_1010
U2OS-01_2_G04,U2OS-01,2,G04,sirna_94
U2OS-03_1_K05,U2OS-03,1,K05,sirna_814
HUVEC-05_2_N11,HUVEC-05,2,N11,sirna_939
HUVEC-07_3_E09,HUVEC-07,3,E09,sirna_325
HEPG2-01_3_K17,HEPG2-01,3,K17,sirna_868
RPE-02_4_C16,RPE-02,4,C16,sirna_637
RPE-06_3_O04,RPE-06,3,O04,sirna_494
HEPG2-01_1_G08,HEPG2-01,1,G08,sirna_504
HUVEC-01_4_E12,HUVEC-01,4,E12,sirna_441
HUVEC-07_3_O10,HUVEC-07,3,O10,sirna_575
RPE-02_2_D20,RPE-02,2,D20,sirna_124
HUVEC-09_4_G11,HUVEC-09,4,G11,sirna_893
HUVEC-03_4_D11,HUVEC-03,4,D11,sirna_674
HEPG2-07_1_G06,HEPG2-07,1,G06,sirna_668
HEPG2-07_4_F06,HEPG2-07,4,F06,sirna_221
HEPG2-02_2_D05,HEPG2-02,2,D05,sirna_249
HEPG2-03_2_F14,HEPG2-03,2,F14,sirna_899
HUVEC-09_3_B19,HUVEC-09,3,B19,sirna_691
RPE-04_1_D20,RPE-04,1,D20,sirna_1066
HUVEC-10_4_E22,HUVEC-10,4,E22,sirna_217
HUVEC-14_4_D06,HUVEC-14,4,D06,sirna_231
HUVEC-14_3_F04,HUVEC-14,3,F04,sirna_684
RPE-03_2_O06,RPE-03,2,O06,sirna_1031
U2OS-02_2_F10,U2OS-02,2,F10,sirna_1041
HUVEC-06_4_J23,HUVEC-06,4,J23,sirna_632
HEPG2-01_2_B18,HEPG2-01,2,B18,sirna_106
HUVEC-07_2_E09,HUVEC-07,2,E09,sirna_988
HUVEC-09_1_I23,HUVEC-09,1,I23,sirna_92
HEPG2-02_4_I17,HEPG2-02,4,I17,sirna_194
RPE-01_3_N10,RPE-01,3,N10,sirna_307
HUVEC-08_3_C21,HUVEC-08,3,C21,sirna_786
HEPG2-06_4_F09,HEPG2-06,4,F09,sirna_762
U2OS-02_2_H18,U2OS-02,2,H18,sirna_627
HUVEC-13_1_N12,HUVEC-13,1,N12,sirna_401
HUVEC-14_2_I03,HUVEC-14,2,I03,sirna_379
RPE-06_3_D14,RPE-06,3,D14,sirna_462
HUVEC-03_4_J21,HUVEC-03,4,J21,sirna_844
HUVEC-09_2_C16,HUVEC-09,2,C16,sirna_338
HEPG2-02_3_G11,HEPG2-02,3,G11,sirna_962
U2OS-01_4_J17,U2OS-01,4,J17,sirna_305
U2OS-03_4_D20,U2OS-03,4,D20,sirna_614
RPE-06_1_O10,RPE-06,1,O10,sirna_354
HUVEC-03_3_L22,HUVEC-03,3,L22,sirna_849
HEPG2-04_4_I19,HEPG2-04,4,I19,sirna_1072
HUVEC-10_4_L19,HUVEC-10,4,L19,sirna_539
HUVEC-02_1_B13,HUVEC-02,1,B13,sirna_213
HUVEC-01_1_M14,HUVEC-01,1,M14,sirna_550
HUVEC-07_3_E07,HUVEC-07,3,E07,sirna_367
HEPG2-06_2_E08,HEPG2-06,2,E08,sirna_1126
HUVEC-12_2_M04,HUVEC-12,2,M04,sirna_291
HUVEC-10_2_F04,HUVEC-10,2,F04,sirna_1009
RPE-03_3_O12,RPE-03,3,O12,sirna_531
U2OS-02_3_J06,U2OS-02,3,J06,sirna_927
HEPG2-06_2_F02,HEPG2-06,2,F02,sirna_862
RPE-01_3_D17,RPE-01,3,D17,sirna_644
HUVEC-10_3_K19,HUVEC-10,3,K19,sirna_120
HEPG2-04_3_M20,HEPG2-04,3,M20,sirna_551
HUVEC-06_3_G20,HUVEC-06,3,G20,sirna_596
HEPG2-07_2_F02,HEPG2-07,2,F02,sirna_308
RPE-06_2_I16,RPE-06,2,I16,sirna_885
RPE-03_1_K02,RPE-03,1,K02,sirna_951
HUVEC-15_3_B08,HUVEC-15,3,B08,sirna_798
HEPG2-03_3_C16,HEPG2-03,3,C16,sirna_570
HUVEC-06_3_N17,HUVEC-06,3,N17,sirna_390
HEPG2-07_3_N02,HEPG2-07,3,N02,sirna_456
RPE-04_1_B06,RPE-04,1,B06,sirna_1104
HUVEC-12_2_J18,HUVEC-12,2,J18,sirna_56
HUVEC-15_2_E17,HUVEC-15,2,E17,sirna_0
HEPG2-06_3_M04,HEPG2-06,3,M04,sirna_987
HUVEC-10_4_B23,HUVEC-10,4,B23,sirna_1129
RPE-07_4_H16,RPE-07,4,H16,sirna_407
HUVEC-12_2_B07,HUVEC-12,2,B07,sirna_41
HUVEC-07_3_K12,HUVEC-07,3,K12,sirna_647
HEPG2-03_2_E03,HEPG2-03,2,E03,sirna_317
U2OS-01_3_O07,U2OS-01,3,O07,sirna_113
HUVEC-14_2_H23,HUVEC-14,2,H23,sirna_658
HUVEC-13_4_D21,HUVEC-13,4,D21,sirna_705
HUVEC-03_4_F18,HUVEC-03,4,F18,sirna_1000
HEPG2-02_4_I21,HEPG2-02,4,I21,sirna_1007
HEPG2-05_2_C20,HEPG2-05,2,C20,sirna_330
HEPG2-04_4_I02,HEPG2-04,4,I02,sirna_557
U2OS-01_3_E02,U2OS-01,3,E02,sirna_930
HUVEC-12_4_J23,HUVEC-12,4,J23,sirna_1023
RPE-05_4_H18,RPE-05,4,H18,sirna_982
RPE-07_2_B18,RPE-07,2,B18,sirna_626
HUVEC-05_1_B21,HUVEC-05,1,B21,sirna_225
HEPG2-05_1_B13,HEPG2-05,1,B13,sirna_240
HUVEC-07_4_G08,HUVEC-07,4,G08,sirna_376
RPE-02_1_M04,RPE-02,1,M04,sirna_850
HEPG2-05_1_O21,HEPG2-05,1,O21,sirna_61
HEPG2-02_3_J17,HEPG2-02,3,J17,sirna_1106
HEPG2-05_4_K23,HEPG2-05,4,K23,sirna_281
HUVEC-01_4_N20,HUVEC-01,4,N20,sirna_891
U2OS-03_3_M14,U2OS-03,3,M14,sirna_10
HUVEC-13_1_N21,HUVEC-13,1,N21,sirna_1119
HUVEC-06_4_J12,HUVEC-06,4,J12,sirna_522
HUVEC-05_4_F21,HUVEC-05,4,F21,sirna_415
U2OS-03_3_I06,U2OS-03,3,I06,sirna_80
HUVEC-10_3_H14,HUVEC-10,3,H14,sirna_698
HUVEC-11_2_N15,HUVEC-11,2,N15,sirna_228
HUVEC-09_3_C05,HUVEC-09,3,C05,sirna_982
RPE-02_4_D03,RPE-02,4,D03,sirna_194
U2OS-02_3_L05,U2OS-02,3,L05,sirna_5
HEPG2-06_2_G19,HEPG2-06,2,G19,sirna_138
HUVEC-15_1_M06,HUVEC-15,1,M06,sirna_680
HEPG2-05_1_N19,HEPG2-05,1,N19,sirna_817
HEPG2-01_1_K17,HEPG2-01,1,K17,sirna_444
RPE-02_4_G13,RPE-02,4,G13,sirna_316
